condition,k,attribute_index,rare,query_positives,recall_at_k
cub_train_aligned_source,5,122,True,88,0.3977272727272727
cub_train_aligned_source,5,123,True,28,0.07142857142857142
cub_train_aligned_source,5,124,True,74,0.43243243243243246
cub_train_aligned_source,5,127,True,88,0.4431818181818182
cub_train_aligned_source,5,128,True,60,0.43333333333333335
cub_train_aligned_source,5,129,True,26,0.3076923076923077
cub_train_aligned_source,5,135,True,56,0.375
cub_train_aligned_source,5,137,True,10,0.0
cub_train_aligned_source,5,138,True,67,0.2835820895522388
cub_train_aligned_source,5,141,True,17,0.058823529411764705
cub_train_aligned_source,5,142,True,3,0.0
cub_train_aligned_source,5,143,True,23,0.0
cub_train_aligned_source,5,144,True,69,0.34782608695652173
cub_train_aligned_source,5,148,True,89,0.16853932584269662
cub_train_aligned_source,5,155,True,32,0.34375
cub_train_aligned_source,5,156,True,88,0.5568181818181818
cub_train_aligned_source,5,160,True,53,0.49056603773584906
cub_train_aligned_source,5,161,True,24,0.3333333333333333
cub_train_aligned_source,5,169,True,65,0.07692307692307693
cub_train_aligned_source,5,170,True,18,0.05555555555555555
cub_train_aligned_source,5,171,True,52,0.36538461538461536
cub_train_aligned_source,5,175,True,56,0.23214285714285715
cub_train_aligned_source,5,176,True,23,0.08695652173913043
cub_train_aligned_source,5,177,True,109,0.44954128440366975
